timestamp,aht21_present,temperature_C,humidity_pct,ens160_present,AQI,TVOC_ppb,eCO2_ppm,bmp180_present,pressure_hPa,altitude_m,mhz19_present,co2_ppm
2025-10-25T00:00:27,True,19.7,40.19,True,3,530,875,True,983.03,255.6,True,599
2025-10-25T00:00:57,True,19.7,40.25,True,3,518,872,True,982.92,255.8,True,601
2025-10-25T00:01:28,True,19.7,39.91,True,3,509,869,True,982.89,255.5,True,586
2025-10-25T00:01:58,True,19.7,40.12,True,3,497,865,True,982.85,255.8,True,598
2025-10-25T00:02:28,True,19.7,40.18,True,3,531,876,True,982.82,255.5,True,596
2025-10-25T00:02:59,True,19.7,40.14,True,3,541,879,True,982.81,256.4,True,597
2025-10-25T00:03:29,True,19.7,40.14,True,3,486,862,True,982.86,256.3,True,586
2025-10-25T00:03:59,True,19.7,40.22,True,3,519,872,True,982.87,256.3,True,592
2025-10-25T00:04:30,True,19.7,40.21,True,3,483,861,True,982.88,256.0,True,595
2025-10-25T00:05:00,True,19.7,40.1,True,3,544,879,True,982.84,255.9,True,585
2025-10-25T00:05:30,True,19.8,40.04,True,3,532,876,True,982.85,256.8,True,592
2025-10-25T00:06:01,True,19.7,40.22,True,3,535,877,True,982.74,256.4,True,592
2025-10-25T00:06:31,True,19.7,40.21,True,3,534,877,True,982.82,256.7,True,594
2025-10-25T00:07:01,True,19.8,40.2,True,3,535,877,True,982.87,256.0,True,597
2025-10-25T00:07:32,True,19.8,40.36,True,3,539,878,True,982.75,256.3,True,601
2025-10-25T00:08:02,True,19.8,40.4,True,3,541,879,True,982.83,256.0,True,601
2025-10-25T00:08:32,True,19.8,40.4,True,3,499,866,True,982.86,256.3,True,599
2025-10-25T00:09:02,True,19.8,40.43,True,3,523,873,True,982.87,256.1,True,597
2025-10-25T00:09:33,True,19.8,40.55,True,3,515,871,True,982.88,256.2,True,600
2025-10-25T00:10:03,True,19.8,40.49,True,3,532,876,True,982.85,256.2,True,599
2025-10-25T00:10:33,True,19.8,40.58,True,3,526,874,True,982.9,255.7,True,599
2025-10-25T00:11:04,True,19.8,40.5,True,3,552,882,True,982.81,256.5,True,597
2025-10-25T00:11:34,True,19.8,40.58,True,3,512,870,True,982.84,256.3,True,597
2025-10-25T00:12:04,True,19.8,40.58,True,3,514,871,True,982.81,256.2,True,600
2025-10-25T00:12:35,True,19.8,40.47,True,3,490,863,True,982.79,256.1,True,597
2025-10-25T00:13:05,True,19.8,40.39,True,3,522,873,True,982.81,256.5,True,599
2025-10-25T00:13:35,True,19.8,40.45,True,3,529,875,True,982.78,256.6,True,601
2025-10-25T00:14:06,True,19.8,40.62,True,3,550,881,True,982.79,255.8,True,599
2025-10-25T00:14:36,True,19.8,40.61,True,3,564,885,True,982.81,256.0,True,603
2025-10-25T00:15:06,True,19.8,40.67,True,3,539,878,True,982.83,256.5,True,595
2025-10-25T00:15:36,True,19.8,40.55,True,3,560,884,True,982.8,256.3,True,601
2025-10-25T00:16:07,True,19.8,40.58,True,3,555,883,True,982.81,256.3,True,605
2025-10-25T00:16:37,True,19.8,40.47,True,3,560,884,True,982.89,255.7,True,605
2025-10-25T00:17:07,True,19.8,40.48,True,3,560,884,True,982.82,257.3,True,601
2025-10-25T00:17:38,True,19.8,40.6,True,3,583,891,True,982.68,256.3,True,605
2025-10-25T00:18:08,True,19.8,40.61,True,3,544,879,True,982.73,257.2,True,615
2025-10-25T00:18:38,True,19.8,40.61,True,3,600,896,True,982.75,256.6,True,604
2025-10-25T00:19:09,True,19.8,40.7,True,3,568,886,True,982.83,256.6,True,605
2025-10-25T00:19:39,True,19.8,40.65,True,3,537,877,True,982.84,257.4,True,604
2025-10-25T00:20:09,True,19.8,40.5,True,3,577,889,True,982.73,256.8,True,603
2025-10-25T00:20:40,True,19.8,40.68,True,3,593,894,True,982.71,255.9,True,613
2025-10-25T00:21:10,True,19.8,40.73,True,3,581,890,True,982.69,256.8,True,597
2025-10-25T00:21:40,True,19.8,40.7,True,3,552,882,True,982.68,257.2,True,601
2025-10-25T00:22:10,True,19.8,40.86,True,3,568,886,True,982.89,256.8,True,599
2025-10-25T00:22:41,True,19.8,40.79,True,3,563,885,True,982.82,256.3,True,609
2025-10-25T00:23:11,True,19.8,40.77,True,3,583,891,True,982.82,257.2,True,614
2025-10-25T00:23:41,True,19.8,40.8,True,3,569,887,True,982.83,255.8,True,609
2025-10-25T00:24:12,True,19.8,40.69,True,3,629,904,True,982.95,256.5,True,609
2025-10-25T00:24:42,True,19.8,40.63,True,3,611,899,True,982.7,257.4,True,609
2025-10-25T00:25:12,True,19.8,40.77,True,3,600,896,True,982.85,257.1,True,613
2025-10-25T00:25:43,True,19.8,40.76,True,3,603,897,True,982.81,256.3,True,622
2025-10-25T00:26:13,True,19.8,40.8,True,3,579,890,True,982.7,256.5,True,619
2025-10-25T00:26:43,True,19.8,40.69,True,3,599,895,True,982.73,256.5,True,615
